"CONNUM","CONFEC","CONDES","CONCLI","CONVEN","CONCANDEB","CONCANHAB","","","","","","","",""
"5172","20191008","10 FRASCOS 250 ML $ 10.70","1443","0","107","0","","","","","","","",""
"5173","20191010","24 VARILLAS $ 4","1571","0","96","0","","","","","","","",""
"5174","20191010","30 FRASCOS 125 ML $ 8.10","1471","0","243","0","","","","","","","",""
"5175","20191010","50 GATILLOS $ 18.30","1471","0","915","0","","","","","","","",""
"5176","20191011","10 ENVASE LITRO $17.25","1443","0","172.15","0","","","","","","","",""
"5177","20191011","10 FRASCO 125 ML $9.25","1443","0","92","0","","","","","","","",""
"5178","20191011","10 FRASCO 250 ML $12.2","1443","0","122","0","","","","","","","",""
"5179","20191015","SEGUREO","1238","0","685","0","","","","","","","",""
"5180","20191015","SEGURO","1471","0","1669","0","","","","","","","",""
"5181","20191015","40 VARILLAS $ 2.50","1238","0","100","0","","","","","","","",""
"5182","20191015","50 ENVASES 260 ML $ 10.70","1238","0","535","0","","","","","","","",""
"5183","20191015","50 GATILLOS 18.30","1238","0","915","0","","","","","","","",""
"5184","20191015","25 VARILLAS","1443","0","62.5","0","","","","","","","",""
"5185","20191016","COM DEPOSITO","1238","0","0","1758","","","","","","","",""
"5186","20191016","30 VARILLAS $ 2.50","1443","0","75","0","","","","","","","",""
"5187","20191017","1200 BOLSAS $ 8 C/U","1499","0","9600","0","","","","","","","",""
"5188","20191017","40 VARILLAS $ 2.50","1238","0","100","0","","","","","","","",""
"5189","20191018","100 BOLSAS","1729","0","800","0","","","","","","","",""
"5190","20191018","5 ENVASES 260 ML $ 10.70","1238","0","53.7","0","","","","","","","",""
"5191","20191018","5 ENVASES 125 ML $ 8.10","1238","0","40.5","0","","","","","","","",""
"5192","20191018","40 VARILLAS 2.50","1471","0","100","0","","","","","","","",""
"5193","20191018","15 ENVASES 125 ML $ 8.10","1471","0","121.5","0","","","","","","","",""
"5194","20191018","2 BOMBAS CREMERA $ 12.70","1443","0","25.7","0","","","","","","","",""
"5195","20191018","15 ENVASES 500 ML $ 13.65","1443","0","204.75","0","","","","","","","",""
"5196","20191018","10 ENVASES 260 ML $ 10.70","1443","0","107","0","","","","","","","",""
"5197","20191018","30 TAPAS $ 2.25","1443","0","67.5","0","","","","","","","",""
"5202","20191021","80 UNIDADES $ 13.65","1238","0","1092","0","","","","","","","",""
"5203","20191021","20 ENVASES 125 ML $ 8.10","1471","0","163","0","","","","","","","",""
"5204","20191022","10 GATILLOS 18.30","1729","0","183","0","","","","","","","",""
"5205","20191022","COMI CALAS","1238","0","0","3140","","","","","","","",""
"5206","20191023","FEDERADA","1238","0","3399.47","0","","","","","","","",""
"5207","20191023","FEDERADA","1471","0","3080.32","0","","","","","","","",""
"5208","20191023","PERSONAL","1238","0","898.43","0","","","","","","","",""
"5209","20191023","PERSONAL","1471","0","550","0","","","","","","","",""
"5210","20191023","20 ENVASES 260 ML $ 10.70","1238","0","214","0","","","","","","","",""
"5211","20191023","20 GATILLOS 18.30","1238","0","366","0","","","","","","","",""
"5212","20191028","CH RECHAZADO N� 06432817","1065","0","49268","0","","","","","","","",""
"5213","20191029","10 ENVASES 500 ML $ 13.65","1729","0","136.5","0","","","","","","","",""
"5214","20191029","10 ENVASES 260 ML $ 10.70","1729","0","107","0","","","","","","","",""
"5215","20191029","10 ENVASES 125 ML $ 8.10","1729","0","81","0","","","","","","","",""
"5216","20191029","20 VARILLAS 2.50","1729","0","50","0","","","","","","","",""
"5217","20191029","40 TAPAS 2.25","1471","0","90","0","","","","","","","",""
"5218","20191104","30 VARILLAS $ 2.70","1238","0","81","0","","","","","","","",""
"5219","20191104","10 FRASCOS 250 ML 11.45","1238","0","114.5","0","","","","","","","",""
"5220","20191104","50 VARILLAS $ 2.70","1443","0","135","0","","","","","","","",""
"5221","20191104","100 BOLSAS TELA $ 8 C(U","1499","0","800","0","","","","","","","",""
"5222","20191104","50 GATILLOS $ 19.60","1471","0","980","0","","","","","","","",""
"5223","20191104","40 VARILLAS $ 2.70","1471","0","108","0","","","","","","","",""
"5224","20191104","15 ENVASES 125 ML $ 8.70","1471","0","130.5","0","","","","","","","",""
"5225","20191106","10 FRASCOS 260 ML $ 11.45","628","0","114.5","0","","","","","","","",""
"5226","20191106","10 TAPAS 2.40","628","0","24","0","","","","","","","",""
"5227","20191106","30 VARILLAS","1238","0","81","0","","","","","","","",""
"5228","20191106","200 TAPAS $ 2.25","1471","0","450","0","","","","","","","",""
"5229","20191106","FLETE BOLSAS","1238","0","442","0","","","","","","","",""
"5230","20191106","FLETE BOLSAS","1443","0","336","0","","","","","","","",""
"5231","20191106","FLETE BOLSAS","1471","0","887","0","","","","","","","",""
"5232","20191107","100 ENVASES 260 ML $ 11.45","1499","0","1145","0","","","","","","","",""
"5233","20191107","50 ENVASES 125 ML $ 8.70","1499","0","435","0","","","","","","","",""
"5234","20191107","100 GATILLOS $ 19.60","1499","0","1960","0","","","","","","","",""
"5235","20191107","1 CALCO","1499","0","150","0","","","","","","","",""
"5236","20191107","100 VARILLAS $ 2.70","1499","0","270","0","","","","","","","",""
"5237","20191108","SEGURO","1238","0","685","0","","","","","","","",""
"5238","20191108","SEGURO","1471","0","1669","0","","","","","","","",""
"5239","20191108","10 ENVASES 125 ML $ 9.25","1443","0","92.5","0","","","","","","","",""
"5240","20191108","10 ENVASES 250 ML 10.70","1443","0","107","0","","","","","","","",""
"5241","20191108","10 ENVASES 500 ML 13.65","1443","0","136.5","0","","","","","","","",""
"5242","20191108","40 TAPAS 2.40","1238","0","96","0","","","","","","","",""
"5243","20191108","FLETE SAHUMERIOS","1238","0","115","0","","","","","","","",""
"5244","20191108","FLETE SAHUMERIOS","1443","0","265","0","","","","","","","",""
"5245","20191108","FLETE SAHUMERIOS","1471","0","196","0","","","","","","","",""
"5246","20191111","PONI 50%","1593","0","230","0","","","","","","","",""
"5247","20191111","5 GATILLOS $ 19.60","1443","0","98","0","","","","","","","",""
"5248","20191112","FLETE SHAPIRUS","1238","0","92.5","0","","","","","","","",""
"5249","20191112","FLETE SHAPIRUS","1443","0","138.75","0","","","","","","","",""
"5250","20191112","FLETE SHAPIRUS","1471","0","138.75","0","","","","","","","",""
"5251","20191112","50 VARILLAS 2.70","1471","0","135","0","","","","","","","",""
"5252","20191112","15 ENVASES 125 ML $ 8.70","1471","0","130.75","0","","","","","","","",""
"5253","20191113","FLETE EQUIPOS","1238","0","168","0","","","","","","","",""
"5254","20191113","FLETE EQUIPOS","1443","0","336","0","","","","","","","",""
"5255","20191113","FLETE EQUIPOS","1471","0","252","0","","","","","","","",""
"5256","20191113","12 EQUIPOS $ 280","1729","0","3360","0","","","","","","","",""
"5257","20191114","30 ENVASES 250 ML $","1571","0","930.5","0","","","","","","","",""
"5258","20191114","10 GATILLOS $ 19.60","1238","0","196","0","","","","","","","",""
"5259","20191119","40 GATILLOS $ 19.60","1471","0","784","0","","","","","","","",""
"5260","20191121","20 FRASCOS 125 ML $ 8.70","1443","0","174","0","","","","","","","",""
"5261","20191121","20 FRASCOS 250 ML $ 11.45","1443","0","229","0","","","","","","","",""
"5262","20191121","20 FRASCOS 500 ML $ 14.60","1443","0","292","0","","","","","","","",""
"5263","20191121","10 FRASCOS 1 L 16.15","1443","0","161.5","0","","","","","","","",""
"5264","20191121","10 GATILLOS $ 19.60","1238","0","196","0","","","","","","","",""
"5265","20191122","15 ENVASES 125 ML $ 8.70","1471","0","130.75","0","","","","","","","",""
"5266","20191125","FEDERADA","1238","0","3377","0","","","","","","","",""
"5267","20191125","FEDERADA","1471","0","3377","0","","","","","","","",""
"5268","20191125","PERSONAL","1238","0","901","0","","","","","","","",""
"5269","20191125","PERSONAL","1471","0","549","0","","","","","","","",""
"5270","20191126","75 VARILLAS $ 2.70","1471","0","202.7","0","","","","","","","",""
"5271","20191126","2 LITROS PERF.. DEDITOS","1471","0","397.44","0","","","","","","","",""
"5272","20191127","15 ENVASES DE 1 L16.15","1471","0","242.25","0","","","","","","","",""
"5273","20191128","20 GATILLOS 19.60","1443","0","392","0","","","","","","","",""
"5274","20191204","20 VARILLAS $ 2.70","1238","0","54","0","","","","","","","",""
"5275","20191204","20 VARILLAS 2.70","1238","0","54","0","","","","","","","",""
"5276","20191204","30 VARILLAS $ 2.70","1443","0","81","0","","","","","","","",""
"5277","20191204","30 TAPAS 2.40","1443","0","72","0","","","","","","","",""
"5278","20191204","40 GATILLOS 19.60","1471","0","784","0","","","","","","","",""
"5279","20191204","40 VARILLAS 2.70","1471","0","108","0","","","","","","","",""
"5280","20191204","100 TAPAS 2.40","1471","0","240","0","","","","","","","",""
"5281","20191204","15 ENVASES 125 ML 8.70","1471","0","130.5","0","","","","","","","",""
"5282","20191205","15 FRASCOS 260 ML 11.45","1238","0","171.75","0","","","","","","","",""
"5283","20191205","40 TAPAS 2.40","1238","0","96","0","","","","","","","",""
"5284","20191205","10 GATILLOS $ 19.60","1238","0","196","0","","","","","","","",""
"5285","20191206","50 VARILLAS $ 2.70","1499","0","137","0","","","","","","","",""
"5286","20191206","100 ENVASES 260 ML 11.45","1499","0","1145","0","","","","","","","",""
"5287","20191206","1 CALCO","1499","0","60","0","","","","","","","",""
"5288","20191206","10 FRSCOS COMPLETOS 13.85","628","0","138.5","0","","","","","","","",""
"5289","20191206","50 TAPAS 2.40","1443","0","120","0","","","","","","","",""
"5290","20191206","FALTANTE","1499","0","400","0","","","","","","","",""
"5291","20191209","3 BIDONES CON CANILLA $ 390","1721","0","1170","0","","","","","","","",""
"5292","20191210","40 ENVASES 250 ML 31.05","1571","0","1242","0","","","","","","","",""
"5293","20191210","15 ENVASES 125 ML $ 8.70","1443","0","130.5","0","","","","","","","",""
"5294","20191210","15 ENVASES 250 ML $ 11.45","1443","0","171.45","0","","","","","","","",""
"5295","20191210","15 ENVASES 500 ML $ 14.60","1443","0","219","0","","","","","","","",""
"5296","20191210","50 TAPAS","1443","0","120","0","","","","","","","",""
"5297","20191212","TRANSPORTE NAHUEL","1238","0","483","0","","","","","","","",""
"5298","20191212","TRANSPORTE NAHUEL","1443","0","555","0","","","","","","","",""
"5299","20191212","TRANSPORTE NAHUEL","1471","0","1378","0","","","","","","","",""
"5300","20191213","4.5 LITROS PERFUMINA","1443","0","900","0","","","","","","","",""
"5301","20191213","45 VARILLAS $","1443","0","124.5","0","","","","","","","",""
"5302","20191213","45 FRASCOS 100 ML C/CORCHO 23.55","1443","0","1059.75","0","","","","","","","",""
"5303","20191213","DISE�O","1443","0","150","0","","","","","","","",""
"5304","20191213","20 FRASCOS 260 ML 11.45","1238","0","229","0","","","","","","","",""
"5305","20191213","80 TAPAS $ 2.40","1238","0","192","0","","","","","","","",""
"5306","20191213","50 VARILLAS 2.70","1443","0","135","0","","","","","","","",""
"5307","20191213","10FRASCOS 125 ML $ 8.70","1443","0","87","0","","","","","","","",""
"5308","20191216","50 GATILLOS 19.60","1471","0","980","0","","","","","","","",""
"5309","20191216","40 CORCHOS $ 3.32","1471","0","132.8","0","","","","","","","",""
"5310","20191216","ERROR","1446","0","305.8","0","","","","","","","",""
"5311","20191216","100 CORCHOS $ 3.32","1471","0","332","0","","","","","","","",""
"5312","20191216","15 FRASCOS 125 ML $ 8.70","1471","0","130.5","0","","","","","","","",""
"5313","20191218","100 VARILLAS 2.70","1499","0","270","0","","","","","","","",""
"5314","20191220","20 VARILLAS $ 2.70","1238","0","54","0","","","","","","","",""
"5315","20191223","50 GATILLOS 19.60","1471","0","980","0","","","","","","","",""
"5316","20191223","40 VARILLAS $ 2.70","1471","0","108","0","","","","","","","",""
"5317","20191226","400 ML DE PERFUMINA","1443","0","80","0","","","","","","","",""
"5318","20191227","20 VARILLAS $ 2.70","1238","0","54","0","","","","","","","",""
"5319","20191227","20 TAPAS $ 2.40","1238","0","48","0","","","","","","","",""
"5320","20191227","84 DE 500 ML $14.60","1238","0","1226.4","0","","","","","","","",""
"5321","20191230","15 VARILLAS 2.70","1443","0","40.7","0","","","","","","","",""
"5322","20200102","30 FRASCOS 260 ML COMPLETOS 31.05","1571","0","930.5","0","","","","","","","",""
"5323","20200106","20 VARILLAS $ 2.70","1238","0","54","0","","","","","","","",""
"5324","20200106","5 GATILLOS $ 19.60","1238","0","98","0","","","","","","","",""
"5325","20200106","10 FRASCOS 1 L 16.15","1443","0","161.5","0","","","","","","","",""
"5326","20200107","40 VARILLAS $ 2.70","1471","0","108","0","","","","","","","",""
"5327","20200107","100 TAPAS 2.40","1471","0","240","0","","","","","","","",""
"5328","20200107","84 ENV 500 ML $ 14.60","1471","0","1226.4","0","","","","","","","",""
"5329","20200107","20 ENV.125 ML 8.70","1471","0","174","0","","","","","","","",""
"5330","20200108","10ENVASES 260 ML 11.45","1729","0","114.45","0","","","","","","","",""
"5331","20200108","10 ENV.500 ML 14.60","1729","0","146","0","","","","","","","",""
"5332","20200108","200 BOLSAS $ 4.35 C/U","1499","0","870","0","","","","","","","",""
"5333","20200108","30 CORCHOS 3.32","1499","0","99.6","0","","","","","","","",""
"5334","20200108","30 VARILLAS 2.70","1443","0","81","0","","","","","","","",""
"5335","20200108","10 GATILLOS  19.60","1443","0","196","0","","","","","","","",""
"5336","20200108","30 TAPAS 2.40","1443","0","72","0","","","","","","","",""
"5337","20200108","15 FRASCOS 260 11.45","1443","0","171.75","0","","","","","","","",""
"5338","20200108","15 FRASCOS 125 ML 8.70","1443","0","130.5","0","","","","","","","",""
"5339","20200109","50 % PONY","1593","0","120","0","","","","","","","",""
"5340","20200110","50 GATILLOS 19.60","1471","0","980","0","","","","","","","",""
"5341","20200110","50 VARILLAS 2.70","1471","0","135","0","","","","","","","",""
"5342","20200110","50 TAPAS 2.40","1443","0","120","0","","","","","","","",""
"5343","20200114","SEGURO","1238","0","685","0","","","","","","","",""
"5344","20200114","FEDERADA","1238","0","3477","0","","","","","","","",""
"5345","20200114","SEGURO","1471","0","1669","0","","","","","","","",""
"5346","20200114","FEDERADA","1471","0","3477","0","","","","","","","",""
"5347","20200115","DATOS MOVISTAR","1238","0","660","0","","","","","","","",""
"5348","20200115","216 ENVASES 250 ML $ 11.45","1471","0","2473.2","0","","","","","","","",""
"5349","20200116","30 TAPAS 2.40","1443","0","72","0","","","","","","","",""
"5350","20200116","15 VARILLAS $ 2.70","1443","0","40.5","0","","","","","","","",""
"5351","20200116","10 FRASCOS 125 ML 8.70","1443","0","87","0","","","","","","","",""
"5352","20200116","10 FRASCOS 500 ML 14.60","1443","0","146","0","","","","","","","",""
"5353","20200116","10 FRASCOS 260 ML $ 11.45","1443","0","114.5","0","","","","","","","",""
"5354","20200117","ERROR","1806","0","10099.81","0","","","","","","","",""
"5355","20200117","20 VARILLAS 2.70","1238","0","54","0","","","","","","","",""
"5356","20200117","40 TAPAS 2.40","1238","0","96","0","","","","","","","",""
"5357","20200117","20 FRASCOS 260 ML 11.45","1238","0","229","0","","","","","","","",""
"5358","20200117","84 ENVASES 500 ML $ 14.60","1471","0","1226.4","0","","","","","","","",""
"5359","20200121","FLETE SAHUMERIOS","1238","0","208","0","","","","","","","",""
"5360","20200121","FLETE SAHUMERIOS","1443","0","167","0","","","","","","","",""
"5361","20200121","FLETE SAHUMERIOS","1471","0","295","0","","","","","","","",""
"5362","20200121","DEVOLUCION 2 AEROSOLES $ 99","209","0","0","198","","","","","","","",""
"5363","20200122","50 VARILLAS 2.70","1443","0","135","0","","","","","","","",""
"5364","20200122","50 VARILLAS $ 2.70","1471","0","135","0","","","","","","","",""
"5365","20200122","20 ENVASES 125 ML 8.70","1471","0","174","0","","","","","","","",""
"5366","20200122","10 ENVASES 1 L 16.15","1471","0","161.5","0","","","","","","","",""
"5367","20200124","FLETE DEVOLUCION","221","0","350","0","","","","","","","",""
"5368","20200124","FALTANTE PERFUME","803","0","0","2176","","","","","","","",""
"5369","20200124","10 ENVASES 125 ML 8.70","1443","0","87","0","","","","","","","",""
"5370","20200124","10 TAPAS 2.40","1443","0","24","0","","","","","","","",""
"5371","20200127","30 FRASCOS 250 ML COMPLETOS","1571","0","930.5","0","","","","","","","",""
"5372","20200128","35 TAPAS $ 2.40","1443","0","84","0","","","","","","","",""
"5373","20200128","15 ENVASES 125 ML $ 8.70","1443","0","130.5","0","","","","","","","",""
"5374","20200128","15 ENVASES 260 ML $ 11.45","1443","0","171.75","0","","","","","","","",""
"5375","20200128","15 ENVASES 500 ML $ 14.60","1443","0","219","0","","","","","","","",""
"5376","20200128","5 ENVASES 1 L $ 16.15","1443","0","80.75","0","","","","","","","",""
"5377","20200128","2 BIDONDES CON CANILLA $ 390","1499","0","780","0","","","","","","","",""
"5378","20200128","50 ENVASE 260 ML $ 11.45","1499","0","572.5","0","","","","","","","",""
"5379","20200128","50 ENVASES 500 ML $ 14.60","1499","0","730","0","","","","","","","",""
"5380","20200128","50 ENVASES 125 ML $ 8.79","1499","0","439.5","0","","","","","","","",""
"5381","20200128","100 GATILLOS $ 19.60","1499","0","1960","0","","","","","","","",""
"5382","20200128","100 VARILLAS $ 2.70","1499","0","270","0","","","","","","","",""
"5383","20200130","50 GATILLOS $ 19.60","1471","0","980","0","","","","","","","",""
"5384","20200130","50 TAPAS $ 2.40","1471","0","120","0","","","","","","","",""
"5385","20200130","30 VARILLAS $ 2.70","1238","0","81","0","","","","","","","",""
"5386","20200131","15 FRAG 53 ML $ 175 C/U","221","0","0","2625","","","","","","","",""
"5387","20200131","22 FRAG 50 ML $ 300 C/U","221","0","0","6600","","","","","","","",""
"5388","20200131","50 VARILLAS $ 2.70","1471","0","135","0","","","","","","","",""
"5389","20200203","1 LITRO","960","0","261.7","0","","","","","","","",""
"5390","20200203","1 LITRO","1812","0","261.7","0","","","","","","","",""
"5391","20200203","1 LITRO","1813","0","261.7","0","","","","","","","",""
"5392","20200203","20 ENVASES 250 ML $ 11.45","1238","0","229","0","","","","","","","",""
"5393","20200203","20 GATILLOS $ 19.60","1238","0","392","0","","","","","","","",""
"5394","20200203","10 ENVASES 250 ML 11.45","1238","0","114.5","0","","","","","","","",""
"5395","20200203","5 ENVASES 125 ML $ 8.70","1238","0","43.5","0","","","","","","","",""
"5396","20200203","30 TAPAS $ 2.40","1238","0","72","0","","","","","","","",""
"5397","20200203","65 FRASCOS 100 ML $ 23.55","1443","0","1530.75","0","","","","","","","",""
"5398","20200203","65 VARILLAS $ 2.70","1443","0","175.5","0","","","","","","","",""
"5399","20200205","LIQUIDO SOUVENIRS","1471","0","258","0","","","","","","","",""
"5400","20200205","22 ENVASES DE 60","1471","0","218.9","0","","","","","","","",""
"5401","20200205","BOMBAS DE 60 22UND","1471","0","167.2","0","","","","","","","",""
"5402","20200205","FRASCOS 10 DE 125 8.70","1443","0","87","0","","","","","","","",""
"5403","20200205","80 FRASCOS 500 ML $14.60","1238","0","1168","0","","","","","","","",""
"5404","20200205","10FRASCOS DE 260ML $11.45","1238","0","114.5","0","","","","","","","",""
"5405","20200205","10 FRASCOS DE 125 ML $8.70","1238","0","87","0","","","","","","","",""
"5406","20200205","10 GATILLOS $19.6","1238","0","196","0","","","","","","","",""
"5407","20200206","50 VARILLAS 2.70","1471","0","135","0","","","","","","","",""
"5408","20200206","20 ENVASES 125ML A 8.70","1471","0","174","0","","","","","","","",""
"5409","20200206","100 TAPAS A 2.4","1471","0","240","0","","","","","","","",""
"5410","20200206","10 ENVASE DE 11.45","1443","0","114.5","0","","","","","","","",""
"5411","20200207","10 ENVASES DE 260 ML $11.45","1238","0","114.5","0","","","","","","","",""
"5412","20200210","GATILLOS 10 DE $19.60","1443","0","196","0","","","","","","","",""
"5413","20200210","10 FRASCOS 260 ML DE $11.45","1443","0","114.5","0","","","","","","","",""
"5414","20200210","10 FRASCOS DE 500 DE $14.60","1443","0","146","0","","","","","","","",""
"5415","20200210","20 VARILLAS DE $2.70","1443","0","54","0","","","","","","","",""
"5416","20200212","50 GATILLOS A 19.60","1471","0","980","0","","","","","","","",""
"5418","20200213","15 FRASCOS DE 500 ML A 14.6","1443","0","219","0","","","","","","","",""
"5419","20200213","10 FRASCOS DE 125 ML A 8.7","1443","0","87","0","","","","","","","",""
"5420","20200217","20 VARILLAS 2.70","1729","0","54","0","","","","","","","",""
"5421","20200217","10 ENVASES 260 ML $ 11.45","1729","0","114.5","0","","","","","","","",""
"5422","20200217","10 ENVASES 125 ML $ 8.70","1729","0","87","0","","","","","","","",""
"5423","20200217","20 VARILLAS $ 2.70","1238","0","54","0","","","","","","","",""
"5424","20200217","30 VARILLAS $ 2.70","1443","0","81","0","","","","","","","",""
"5425","20200217","15 FRASCOS 250 ML $ 11.45","1443","0","171.75","0","","","","","","","",""
"5426","20200218","SEGURO","1238","0","685","0","","","","","","","",""
"5427","20200218","SEGURO","1471","0","1669","0","","","","","","","",""
"5428","20200218","MOVISTAR","1238","0","560","0","","","","","","","",""
"5429","20200218","30 TAPAS 2.40","1443","0","72","0","","","","","","","",""
"5430","20200218","20 VARILLAS 2.70","1238","0","54","0","","","","","","","",""
"5431","20200218","216 ENVASE 260 $ 11.45","1471","0","2473.2","0","","","","","","","",""
"5432","20200219","1 CANILLA","1471","0","110","0","","","","","","","",""
"5433","20200219","20 TAPAS $ 2.40","1443","0","48","0","","","","","","","",""
"5434","20200219","50 VARILLAS 2.70","1471","0","135","0","","","","","","","",""
"5435","20200219","40 GATILLOS 19.60","1471","0","784","0","","","","","","","",""
"5436","20200219","15 ENVASES 125 ML 8.70","1471","0","130.75","0","","","","","","","",""
"5437","20200220","20 FRASCOS 125 ML $ 8.70","1443","0","174","0","","","","","","","",""
"5438","20200220","20 FRASCOS 260 ML $ 11.45","1443","0","229","0","","","","","","","",""
"5439","20200220","20 FRASCOS 500 ML $ 14.60","1443","0","292","0","","","","","","","",""
"5440","20200220","TAPAS 50 $ 2.40","1443","0","120","0","","","","","","","",""
"5441","20200221","200 VARILLAS $ 2.70","1499","0","540","0","","","","","","","",""
"5442","20200221","50 FRASCOS 250 ML 11.45","1499","0","572.5","0","","","","","","","",""
"5443","20200221","50 GATILLOS $ 19.60","1499","0","980","0","","","","","","","",""
"5444","20200221","30 ENVASES 125 ML $ 8.70","1499","0","261","0","","","","","","","",""
"5445","20200221","30 ENVASE COMPLETOS 50 ML 17.55","1499","0","526.5","0","","","","","","","",""
"5446","20200221","1 CANILLA","1238","0","110","0","","","","","","","",""
"5447","20200221","10 ENVASES 260 ML $ 11.45","1238","0","114.5","0","","","","","","","",""
"5448","20200221","20 VARILLAS $ 2.70","1238","0","54","0","","","","","","","",""
"5449","20200221","4 ENVASES 1 LITRO $ 16.15","1443","0","64.6","0","","","","","","","",""
"5450","20200221","FLETE EQUIPOS","1238","0","150","0","","","","","","","",""
"5451","20200221","FLETE POR EQUIPOS","1443","0","300","0","","","","","","","",""
"5452","20200221","FLETE EQUIPOS","1471","0","450","0","","","","","","","",""
"5453","20200221","24 EQUIPOA $ 260 C/U","1499","0","6240","0","","","","","","","",""
"5454","20200227","FEDERADA","1238","0","3477","0","","","","","","","",""
"5455","20200227","FEDERADA","1471","0","3477","0","","","","","","","",""
"5456","20200227","20 ENVASES 260 ML 11.45","1238","0","229","0","","","","","","","",""
"5457","20200227","20 TAPAS 2.40","1238","0","48","0","","","","","","","",""
"5458","20200227","50 VARILLAS $ 2.70","1443","0","135","0","","","","","","","",""
"5459","20200227","2 LITROS PERFUMINA","1813","0","523.4","0","","","","","","","",""
"5460","20200227","8 ENVASES 1 LITRO $ 16.15","1471","0","129.2","0","","","","","","","",""
"5461","20200228","100 TAPAS $ 2.40","1471","0","240","0","","","","","","","",""
"5462","20200303","20 VARILLAS $ 2.70","1238","0","54","0","","","","","","","",""
"5463","20200303","10 ENVASES 260 ML $ 11.45","1238","0","229","0","","","","","","","",""
"5464","20200303","84 ENVASES 500 ML $ 14.60","1238","0","1226.4","0","","","","","","","",""
"5465","20200304","30 FRASCOS COMPLETOS 250 ML","1571","0","930.5","0","","","","","","","",""
"5466","20200305","FLETE SAHUMERIOS","1238","0","160.5","0","","","","","","","",""
"5467","20200305","FLETE SAHUMERIOS","1443","0","214","0","","","","","","","",""
"5468","20200305","FLETE SAHUMERIOS","1471","0","695.5","0","","","","","","","",""
"5469","20200305","20 ENVASES 125 ML $ 8.70","1471","0","174","0","","","","","","","",""
"5470","20200305","40 GATILLOS $ 19.60","1471","0","784","0","","","","","","","",""
"5471","20200306","DEVOLUCION 3 FRG, 50 ML $ 264","33","0","0","792","","","","","","","",""
"5472","20200306","10 GATILLOS $ 19.60","1238","0","196","0","","","","","","","",""
"5473","20200306","10 FRASCOS 125 ML $ 8.70","1238","0","87","0","","","","","","","",""
"5474","20200306","10 FRASCOS 260 ML $ 11.45","1238","0","114.5","0","","","","","","","",""
"5475","20200306","10 FRASCOS 125 ML $ 8.70","1443","0","87","0","","","","","","","",""
"5476","20200306","10 FRASCOS 260 ML $ 11.45","1443","0","114.5","0","","","","","","","",""
"5477","20200306","10 FRASCOS 500 ML $ 14.60","1443","0","146","0","","","","","","","",""
"5478","20200309","SEGURO","1238","0","685","0","","","","","","","",""
"5479","20200309","SEGURO","1471","0","1669","0","","","","","","","",""
"5480","20200309","GATILLO 5 * 20","1539","0","100","0","","","","","","","",""
"5481","20200309","CADETE NAHUEL","1238","0","59","0","","","","","","","",""
"5482","20200309","CADETE NAHUEL","1443","0","73","0","","","","","","","",""
"5483","20200309","CADETE NAHUEL","1471","0","177","0","","","","","","","",""
"5484","20200310","150 ENVASES 260 ML","1499","0","1717.5","0","","","","","","","",""
"5485","20200310","80 ENVASES 500 ML $ 14.60","1499","0","1168","0","","","","","","","",""
"5486","20200310","200 GATILLOS $ 19.60","1499","0","3920","0","","","","","","","",""
"5487","20200310","FLETE NAHUEL","1238","0","330","0","","","","","","","",""
"5488","20200310","FLETE NAHUEL","1443","0","380","0","","","","","","","",""
"5489","20200310","FLETE NAHUEL","1471","0","941","0","","","","","","","",""
"5490","20200310","100 TAPITAS $ 2.40","1471","0","240","0","","","","","","","",""
"5491","20200310","40 VARILLAS 2.70","1471","0","108","0","","","","","","","",""
"5492","20200312","10 ENVASES 500 ML 14.60","1729","0","146","0","","","","","","","",""
"5493","20200312","10 ENVASES 125 ML $ 8.70","1729","0","87","0","","","","","","","",""
"5494","20200312","FLETE PIEDRAS","1238","0","267","0","","","","","","","",""
"5495","20200312","FLETE PIEDRAS","1443","0","351","0","","","","","","","",""
"5496","20200312","FLETE PIEDRAS","1471","0","683","0","","","","","","","",""
"5497","20200313","10 ENVASES 260 ML $ 11.45","1443","0","114.5","0","","","","","","","",""
"5498","20200313","10 ENAVASES 500 ML $ 14.60","1443","0","146","0","","","","","","","",""
"5499","20200313","10 ENVASES 1 L $ 16.15","1443","0","161.15","0","","","","","","","",""
"5500","20200313","50 VARILLAS 2.70","1443","0","135","0","","","","","","","",""
"5501","20200313","MOVISTAR","1238","0","413","0","","","","","","","",""
"5502","20200313","15 VARILLAS $ 2.70","1238","0","40.5","0","","","","","","","",""
"5503","20200316","10 FRASCOS  260 ML $ 11.45","1238","0","114.5","0","","","","","","","",""
"5504","20200316","15 GATILLOS $ 19.60","1238","0","294","0","","","","","","","",""
"5505","20200316","40 TAPAS $ 2.40","1443","0","96","0","","","","","","","",""
"5506","20200316","15 BOMBAS 8.95","1443","0","134.25","0","","","","","","","",""
"5507","20200316","20 GATILLOS 19.60","1443","0","392","0","","","","","","","",""
"5508","20200316","15 ENVASES 125 ML $ 8.70","1471","0","130.5","0","","","","","","","",""
"5509","20200316","20 FASCROS 60 ML 9.95","1471","0","199","0","","","","","","","",""
"5510","20200316","20 GATILLOS 19.60","1471","0","392","0","","","","","","","",""
"5511","20200316","PONY 50%","1593","0","120","0","","","","","","","",""
"5512","20200317","10 ENVASES 125 ML $8.70","1729","0","87","0","","","","","","","",""
